swing_state,pct,pollscore,candidata_name,sample_size,end_date
Pennsylvania,46.7213722723577,-1.3251539150252938,Harris,6463,2020-12-12
Pennsylvania,56.229086073069844,-0.9824929568683728,Trump,6773,2021-07-05
Pennsylvania,54.52693823443666,-1.0313881852431224,Harris,7569,2021-06-16
Pennsylvania,46.28708236335814,-1.4784703999292106,Harris,2585,2021-06-26
Pennsylvania,47.44885983458772,-0.9921335806138813,Harris,1993,2024-08-31
Pennsylvania,48.238901510650884,-0.906704223784618,Trump,3859,2023-11-15
Pennsylvania,41.59966136499737,-1.206351886340417,Trump,2517,2023-01-01
Pennsylvania,49.90588644477793,-0.8603291945066303,Harris,6499,2022-06-18
Pennsylvania,53.81277586997264,-1.3363010154804216,Harris,2931,2024-03-15
Pennsylvania,51.37996994181799,-1.078271235525608,Harris,832,2020-01-18
Pennsylvania,47.40452480898821,-1.0885061519220471,Harris,7144,2024-04-16
Pennsylvania,43.6938795772858,-0.7493872742634266,Harris,1275,2022-07-11
Pennsylvania,50.41138642588737,-1.0463168760528787,Trump,7708,2023-01-11
Pennsylvania,43.15791635333164,-1.2619119415059685,Harris,2091,2023-10-24
Pennsylvania,49.57902276061757,-1.3031389541225509,Harris,3723,2021-02-25
Pennsylvania,56.84952999043158,-0.8298098580678924,Harris,2095,2021-04-01
Pennsylvania,52.42327743623379,-0.6813167564803734,Trump,5491,2023-03-29
Pennsylvania,50.188102983678014,-1.1541072597494348,Trump,6487,2020-02-28
Pennsylvania,53.08822002019279,-0.6026435909094289,Harris,4461,2020-04-22
Pennsylvania,44.6401892638271,-0.5038062383886426,Trump,5810,2021-07-09
Pennsylvania,46.56638828582889,-0.798615431250073,Trump,6042,2023-07-16
Pennsylvania,47.5601743391794,-0.43571666190400715,Harris,848,2024-02-14
Pennsylvania,48.377645453737614,-1.078530115261674,Harris,2104,2024-03-08
Pennsylvania,27.065544401916014,-1.3524655000073835,Harris,4728,2021-07-14
Pennsylvania,50.82735956158856,-0.4055015373276545,Trump,2217,2024-03-27
Pennsylvania,48.31485138065334,-0.6617392643122002,Trump,3290,2023-12-25
Pennsylvania,54.34040887939353,-1.4354543196037413,Trump,7468,2020-10-21
Pennsylvania,46.04829322737826,-0.9592371568083763,Trump,3784,2021-02-27
Pennsylvania,37.312369500019585,-0.6338748924667015,Harris,3432,2021-01-22
Pennsylvania,42.07349170975675,-0.9681921001290902,Harris,9981,2020-03-21
Pennsylvania,43.048408400879,-0.6358708624029531,Trump,8757,2023-07-23
Pennsylvania,63.572835657562976,-1.2177062229951843,Harris,6066,2021-03-09
Pennsylvania,57.67202060391512,-1.4502891132375226,Harris,5816,2021-07-25
Pennsylvania,52.04735781166109,-1.0520911429775879,Harris,627,2020-01-21
Pennsylvania,35.50592998123076,-1.0079755275743083,Trump,3644,2024-04-19
Pennsylvania,46.85940357969963,-0.6484776452882215,Trump,1781,2020-01-19
Pennsylvania,53.02447287929959,-1.015414154296741,Harris,5760,2024-05-18
Pennsylvania,56.29990603793216,-0.9524464434711262,Trump,2255,2023-04-02
Pennsylvania,48.334145036375276,-1.4622374354628846,Harris,2117,2024-08-30
Pennsylvania,57.77685056956125,-0.7341497310670092,Harris,619,2024-09-10
Pennsylvania,51.096976584514536,-1.1655336952302604,Harris,7894,2024-04-26
Pennsylvania,58.135463495407656,-0.7789174306672065,Harris,4008,2021-05-17
Pennsylvania,45.72890050113366,-0.8695371448760851,Harris,9720,2023-06-09
Pennsylvania,46.0844689063757,-0.8459465488791466,Trump,9483,2023-08-23
Pennsylvania,48.894601400368515,-0.43413779952097675,Trump,9794,2022-12-19
Pennsylvania,47.736886233140666,-1.055680216755718,Trump,7870,2024-01-03
Pennsylvania,50.89573331800065,-0.8563280629692599,Trump,1812,2022-03-21
Pennsylvania,58.733575821996666,-0.9578884909627958,Harris,629,2022-10-21
Pennsylvania,42.53398324764904,-0.5905477051855995,Trump,4870,2024-01-26
Pennsylvania,45.9767886355307,-1.407882141484879,Harris,4093,2023-07-03
Pennsylvania,44.59883234780332,-0.614390571648255,Harris,1759,2023-11-23
Pennsylvania,42.73030702446833,-1.1901706010103226,Harris,528,2021-12-31
Pennsylvania,48.798907640000785,-1.1105225191451609,Trump,5201,2024-03-03
Pennsylvania,52.03538296782297,-1.3364640400512144,Harris,2616,2024-02-23
Pennsylvania,46.18997790074638,-0.7491766955237835,Harris,5090,2022-03-29
Pennsylvania,50.4507646439296,-1.2920986192766577,Trump,9261,2023-03-15
Pennsylvania,37.78819542496712,-0.9926457967609167,Harris,5920,2024-06-22
Pennsylvania,51.02660881986428,-0.9445699386298656,Harris,3890,2021-10-31
Pennsylvania,44.84160771489707,-0.4619868946960195,Harris,7854,2024-09-11
Pennsylvania,50.82848395514525,-1.0153104241471738,Trump,3209,2021-05-29
Pennsylvania,51.79648382481669,-0.5350872165290638,Trump,5734,2021-02-13
Pennsylvania,45.42186079918117,-1.1137065019691363,Trump,5289,2022-08-02
Pennsylvania,50.47266034535851,-0.9834764383733272,Trump,8814,2020-05-26
Pennsylvania,54.02457918181473,-0.5874011572217568,Harris,8089,2024-05-11
Pennsylvania,53.365866238976395,-0.7190456103067845,Trump,935,2021-01-09
Pennsylvania,47.49495428812418,-1.4866656352067367,Trump,1690,2023-04-02
Pennsylvania,41.22285901514646,-0.5100919787306337,Trump,5092,2021-12-25
Pennsylvania,55.7803243331752,-0.843381823389791,Trump,8996,2021-07-04
Pennsylvania,53.3961565904803,-1.2194882383570076,Harris,5351,2024-07-23
Pennsylvania,53.11189306359935,-1.3555348051013425,Harris,9727,2024-02-09
Pennsylvania,56.64304689393939,-0.825407328736037,Harris,6518,2021-09-01
Pennsylvania,54.15909812836867,-0.8397164507769048,Harris,8944,2021-07-03
Pennsylvania,52.089147061026,-1.326697985897772,Harris,6113,2020-08-14
Pennsylvania,44.72434752272463,-1.0847784117795527,Trump,1863,2023-04-21
Pennsylvania,53.57501804007877,-1.0463411315577105,Trump,9723,2022-09-10
Pennsylvania,46.049705397752895,-0.4756330776726827,Trump,2398,2021-01-17
Pennsylvania,45.236391294759805,-1.3950125434203073,Trump,2790,2020-12-11
Pennsylvania,48.96832637792592,-0.9633527365978807,Trump,2180,2023-10-27
Pennsylvania,51.601794493348045,-0.8436288086930289,Trump,8426,2024-07-23
Pennsylvania,55.68047807738919,-0.9094091484788804,Trump,3408,2024-09-09
Pennsylvania,49.159922105476696,-1.0328343942994251,Trump,1412,2024-04-25
Pennsylvania,55.014878799784945,-1.4276130634360016,Trump,9469,2022-05-26
Pennsylvania,53.6224260637089,-0.8521410658722743,Trump,7961,2020-08-29
Pennsylvania,46.04851906178503,-0.4744768605334684,Harris,8741,2020-03-27
Pennsylvania,43.18775025814509,-0.8088351854588836,Trump,5800,2021-04-08
Pennsylvania,56.76636867399686,-0.8794734396040439,Harris,6795,2022-05-18
Pennsylvania,51.0811550622796,-1.166772016021423,Harris,5052,2024-06-09
Pennsylvania,46.89818403108239,-0.7113789084367453,Harris,9072,2024-08-01
Pennsylvania,50.881621604285286,-0.9896161959506571,Harris,8742,2023-09-08
Pennsylvania,36.57013268141081,-1.1839435391360893,Trump,8098,2020-02-18
Pennsylvania,51.19653328506024,-0.8136413548607379,Trump,5381,2023-02-13
Pennsylvania,48.102817713698236,-0.4981944743311031,Trump,7156,2022-10-19
Pennsylvania,49.59669579136707,-0.8048359781038016,Trump,4175,2020-04-17
Pennsylvania,57.948230390448145,-0.7340063009876757,Harris,3170,2022-05-18
Pennsylvania,47.751220131291475,-1.4254206740064546,Harris,7747,2021-04-13
Pennsylvania,50.51346783809845,-0.46267060022801143,Trump,3879,2021-05-03
Pennsylvania,57.46138538951169,-0.4113533985102549,Trump,9594,2023-04-27
Pennsylvania,54.04214158193191,-1.2329512664815412,Harris,3650,2024-02-05
Pennsylvania,45.38898650739856,-1.0304420433240011,Trump,3221,2024-02-05
Pennsylvania,50.6499170288871,-0.8690891389967873,Trump,1927,2022-05-27
Pennsylvania,49.45108471644851,-0.470380932604894,Trump,7965,2023-03-12
Pennsylvania,52.24259247852619,-0.5353451150935142,Trump,5886,2021-03-10
Pennsylvania,53.310868922198786,-0.5899100962793454,Harris,5274,2022-07-14
Pennsylvania,47.67613197029573,-1.2117946729762479,Trump,2990,2021-05-06
Pennsylvania,51.25752580555983,-0.6469247973989695,Harris,1983,2020-08-06
Pennsylvania,50.308056983787026,-1.0726758811855688,Harris,6962,2020-10-22
Pennsylvania,54.025144378286576,-0.8110319572500884,Trump,3100,2020-06-24
Pennsylvania,56.22126477585992,-1.4358957843389362,Trump,9557,2020-12-11
Pennsylvania,52.73935860564205,-1.0246527914423496,Trump,7660,2020-07-12
Pennsylvania,50.42421664659664,-0.713478692015633,Harris,5775,2020-07-24
Pennsylvania,49.45456882860633,-1.242303059529513,Harris,8119,2024-05-09
Pennsylvania,46.74636226221963,-0.6068967380793765,Harris,5684,2021-10-22
Pennsylvania,53.248679239346274,-1.4282457987545059,Trump,4268,2024-02-19
Pennsylvania,56.92791424617657,-0.8188817673595622,Trump,9739,2024-10-20
Pennsylvania,47.222713347704094,-1.1089452385203913,Harris,3692,2022-03-03
Pennsylvania,52.245572817980616,-0.4034789930330589,Harris,9925,2022-03-10
Pennsylvania,48.17521716271311,-1.014532841416076,Trump,3699,2021-11-23
Pennsylvania,42.01333583703213,-0.5570950707886367,Trump,6787,2022-11-20
Pennsylvania,50.39397789324026,-1.1026492869248614,Harris,628,2021-02-08
Pennsylvania,54.53945704296991,-0.6921689793933182,Trump,3630,2023-05-06
Pennsylvania,39.7333384672012,-1.4828021291876212,Harris,4195,2022-02-18
Pennsylvania,51.40604150347249,-0.48485110586043434,Trump,5244,2022-05-31
Pennsylvania,55.04389352398822,-0.5796584766590968,Trump,6653,2024-01-22
Pennsylvania,49.970143758890345,-0.9697776765329763,Trump,3712,2021-12-07
Pennsylvania,50.74260054149151,-1.2900198114104569,Trump,8907,2023-11-15
Pennsylvania,44.56149186523265,-0.6036037235520779,Harris,9094,2021-09-15
Pennsylvania,42.58099082208161,-0.7245727999834343,Trump,5641,2023-10-11
Pennsylvania,43.26966351335241,-1.4361102055525408,Harris,1767,2023-06-08
Pennsylvania,44.96308085940519,-1.477309040282853,Harris,7191,2024-05-19
Pennsylvania,57.13642951989536,-0.8894610584946349,Trump,3292,2021-03-31
Pennsylvania,50.88515852126753,-0.6093416597228497,Harris,6256,2024-01-29
Pennsylvania,43.53460005334597,-0.7304778444580733,Trump,3895,2023-11-15
Pennsylvania,52.36296075746631,-1.0431394789367914,Harris,5536,2022-01-21
Pennsylvania,46.900938191999046,-1.3603999034501613,Trump,6926,2021-10-23
Pennsylvania,57.13089136778887,-0.9752480502007529,Harris,7755,2024-03-22
Pennsylvania,39.92024285398683,-0.764573445660062,Harris,2444,2021-08-11
Pennsylvania,49.11468912810657,-1.4070017009275033,Trump,4905,2024-08-27
Pennsylvania,50.10942947260595,-1.4220955973723903,Harris,6437,2023-07-31
Pennsylvania,43.45320150675633,-0.5199497756315394,Trump,5287,2020-10-03
Pennsylvania,47.28231894008438,-1.1296675177291036,Harris,6955,2021-09-15
Pennsylvania,46.63963094670375,-0.4482429154682903,Harris,4837,2020-12-20
Pennsylvania,52.35655553446915,-0.46114218097645776,Trump,5310,2024-04-06
Pennsylvania,44.12436024241248,-0.6458331173285842,Trump,3865,2021-09-02
Pennsylvania,52.84763642093068,-1.0121095375623552,Trump,3963,2021-01-08
Pennsylvania,47.99011082124245,-1.1024986761854962,Trump,6272,2021-01-28
Pennsylvania,49.33867663229243,-1.1113234233343974,Trump,2536,2022-03-07
Pennsylvania,54.51090645531722,-0.7858867036644369,Trump,7541,2023-11-05
Pennsylvania,50.87884814713794,-1.3050637487787753,Trump,546,2020-01-18
Pennsylvania,53.24323371198689,-0.5009652522625401,Harris,7223,2020-05-11
Pennsylvania,47.856627322329715,-0.965859293541871,Harris,3747,2023-02-19
Pennsylvania,50.88716289902716,-1.0549299272941426,Trump,2526,2021-01-22
Pennsylvania,49.44929939157684,-0.8631250951439142,Harris,6192,2024-06-19
Pennsylvania,58.871598187286935,-0.5509129596874117,Harris,6996,2024-07-29
Pennsylvania,43.88003062564185,-0.8148527027806267,Trump,5200,2021-03-31
Pennsylvania,46.96253880489053,-0.7834427329711615,Trump,2871,2020-10-29
Pennsylvania,54.70339926220878,-0.7028997211717068,Harris,7932,2022-10-31
Pennsylvania,52.19780903060004,-1.1927389548625797,Trump,3066,2021-10-18
Pennsylvania,48.41879513719832,-1.0158425060100853,Trump,7402,2020-04-13
Pennsylvania,48.062014752922444,-0.6988477671984582,Harris,2906,2021-11-13
Pennsylvania,50.121808416354085,-1.0888040754245594,Trump,6401,2021-11-23
Pennsylvania,57.19954640636428,-1.4543121417285874,Harris,4229,2020-08-02
